GRADUADO/A EN BIOLOGÍA,"72,57","66,56","72,25","73,15","74,02"
GRADUADO/A EN ODONTOLOGÍA,"75,58","88,11","87,19","88,29","89,42"
GRADUADO/A EN NUTRICIÓN HUMANA Y DIETÉTICA,"84,97","85,21","87,01","86,78",84
GRADUADO/A EN CIENCIA Y TECNOLOGÍA DE LOS ALIMENTOS,,"58,87","76,54","72,47","75,4"
GRADUADO/A EN FARMACIA,"64,13","64,45","65,83","65,83","63,37"
GRADUADO/A EN INGENIERÍA ELECTRÓNICA INDUSTRIAL,,"53,88","57,92","64,46","66,97"
GRADUADO/A EN CIENCIAS AMBIENTALES,"48,61","54,03","56,33","59,43",59
GRADUADO/A EN ENFERMERÍA,"81,88","88,25","91,87","94,58","93,17"
GRADUADO/A EN GEOGRAFÍA Y GESTIÓN DEL TERRITORIO,"56,38","60,46","64,68","69,75","71,16"
GRADUADO/A EN ARQUITECTURA,"63,67","61,73","65,29","68,25","68,71"
GRADO EN INGENIERÍA EN EDIFICACIÓN (CURSO PUENTE),,"86,67","81,96",,"40,82"
GRADUADO/A EN CIENCIAS POLÍTICAS Y DE LA ADMINISTRACIÓN,"59,5","55,55","65,94","67,49","68,07"
GRADUADO/A EN CIENCIAS POLÍTICAS Y DE LA ADMINIST. Y DERECHO,"63,51","69,4","73,76","63,44","69,47"
GRADUADO/A EN SOCIOLOGÍA,"56,41","66,78","73,11","70,35","72,84"
GRADUADO/A EN INGENIERÍA QUÍMICA,"44,98","53,85","60,58","58,08","59,89"
GRADUADO/A EN INGENIERÍA DE TECNOLOGÍAS DE TELECOMUNICACIÓN,"65,34","66,9","71,59","71,78","74,51"
GRADUADO/A EN MEDICINA,"93,63","92,48","92,67","93,25","92,14"
GRADUADO/A EN ESTADÍSTICA,"42,79","43,33","55,33","55,86","57,33"
GRADUADO/A EN COMUNICACIÓN AUDIOVISUAL,"83,49","94,48","93,05","94,14","93,15"
GRADUADO/A EN ADMINISTRACIÓN Y DIRECCIÓN DE EMPRESAS-DERECHO,"76,15","81,67","82,95","85,65",83
